2.551750400000000000e+09,3.727096021175384521e-01,4.535877451417036355e-06,3.227922134101390839e-04,2.880616455078125000e+02,1.577601581811904907e-01,9.844344482421875000e+02,2.777412597656250000e+03,6.385662555694580078e-01,1.958031415939331055e+00,8.507873280905187130e-04,4.145489257812500000e+03,8.878923950195312500e+02,2.927633056640625000e+02,2.405143630154141456e-20
2.977928704000000000e+09,3.493725955486297607e-01,8.811197403701953590e-06,4.990968736819922924e-04,2.973202209472656250e+02,1.764692068099975586e-01,9.938313598632812500e+02,2.736119628906250000e+03,6.305060982704162598e-01,1.705272555351257324e+00,6.606542156077921391e-04,4.020227050781250000e+03,8.916256103515625000e+02,2.934721374511718750e+02,6.428909113073219009e-20
2.506534912000000000e+09,3.189950585365295410e-01,8.569545570935588330e-06,5.588984349742531776e-04,3.051793823242187500e+02,1.455901712179183960e-01,9.973971557617187500e+02,2.735654052734375000e+03,6.393617987632751465e-01,1.567215323448181152e+00,5.251827533356845379e-04,4.139888183593750000e+03,8.202887573242187500e+02,2.930363464355468750e+02,9.023104225991501383e-21
3.103302656000000000e+09,3.280601203441619873e-01,1.993764044527779333e-06,5.253567942418158054e-04,3.000770568847656250e+02,1.560510993003845215e-01,9.888152465820312500e+02,2.745694335937500000e+03,6.412174701690673828e-01,1.644972085952758789e+00,7.422717753797769547e-04,4.071638427734375000e+03,9.102046508789062500e+02,2.932430725097656250e+02,5.636333730693317958e-20
2.917626880000000000e+09,3.445980846881866455e-01,6.503314580186270177e-06,2.037710510194301605e-04,2.998058166503906250e+02,1.591995954513549805e-01,9.817302246093750000e+02,2.724481445312500000e+03,6.499096751213073730e-01,1.796841740608215332e+00,5.395499174483120441e-04,3.968443603515625000e+03,8.835415039062500000e+02,2.938695678710937500e+02,2.964895458199068169e-20
2.983373568000000000e+09,3.138670027256011963e-01,3.336514510010601953e-06,3.023002354893833399e-04,2.931420288085937500e+02,1.756278276443481445e-01,9.896945190429687500e+02,2.754669189453125000e+03,6.224926114082336426e-01,2.248801231384277344e+00,6.512640393339097500e-04,3.973184570312500000e+03,8.701976318359375000e+02,2.925256958007812500e+02,4.102768340001280824e-20
2.501795328000000000e+09,3.203569352626800537e-01,5.898194558540126309e-06,5.314957816153764725e-04,2.978616638183593750e+02,1.905555576086044312e-01,9.950493774414062500e+02,2.786100830078125000e+03,6.507790684700012207e-01,1.591832280158996582e+00,8.219326846301555634e-04,4.143848632812500000e+03,8.423885498046875000e+02,2.926329956054687500e+02,6.380644416800456958e-20
3.009867520000000000e+09,3.435709178447723389e-01,3.877607923641335219e-06,2.584599424153566360e-04,2.855243225097656250e+02,1.920635849237442017e-01,9.967747802734375000e+02,2.784275146484375000e+03,6.355081200599670410e-01,1.797802209854125977e+00,6.414766539819538593e-04,4.117706542968750000e+03,8.566176147460937500e+02,2.936264038085937500e+02,1.191989153894577125e-20
2.755484928000000000e+09,3.352691233158111572e-01,9.601946658222004771e-06,3.677946806419640779e-04,3.001311645507812500e+02,1.794642955064773560e-01,9.930637207031250000e+02,2.828243652343750000e+03,6.251896023750305176e-01,1.226922273635864258e+00,8.245750796049833298e-04,3.966407714843750000e+03,8.809541625976562500e+02,2.926224670410156250e+02,2.466194890798096744e-20
2.564648704000000000e+09,3.093462586402893066e-01,6.751894943590741605e-06,4.318924038670957088e-04,3.057075195312500000e+02,1.997796297073364258e-01,9.949080200195312500e+02,2.793117675781250000e+03,6.365903615951538086e-01,1.311453938484191895e+00,6.687362911179661751e-04,4.105198242187500000e+03,9.116549682617187500e+02,2.933043212890625000e+02,1.401508913954787273e-20
2.724752128000000000e+09,3.523886501789093018e-01,3.768376927837380208e-06,2.116570831276476383e-04,3.048722839355468750e+02,1.876541078090667725e-01,9.918663940429687500e+02,2.725964599609375000e+03,6.408127546310424805e-01,1.575243473052978516e+00,5.651952233165502548e-04,4.129643066406250000e+03,8.190227661132812500e+02,2.936629943847656250e+02,3.884839852805942998e-20
2.532665088000000000e+09,3.217172622680664062e-01,4.082412033312721178e-06,3.345606382936239243e-04,2.950545959472656250e+02,1.785953342914581299e-01,9.883634643554687500e+02,2.778833007812500000e+03,6.416246891021728516e-01,2.008211135864257812e+00,6.262823590077459812e-04,4.106734375000000000e+03,8.340972290039062500e+02,2.921586303710937500e+02,4.156805852220868028e-20
2.878938368000000000e+09,3.106141686439514160e-01,9.723602488520555198e-06,4.647735040634870529e-04,3.006003723144531250e+02,1.915049999952316284e-01,9.968892211914062500e+02,2.749068115234375000e+03,6.437072157859802246e-01,1.376942753791809082e+00,8.403422543779015541e-04,4.031115478515625000e+03,8.994656982421875000e+02,2.927088928222656250e+02,2.496541594844995779e-20
2.638360832000000000e+09,3.239365816116333008e-01,6.580672561540268362e-06,5.361100193113088608e-04,2.981473388671875000e+02,1.845674961805343628e-01,9.901095581054687500e+02,2.781349853515625000e+03,6.309578418731689453e-01,2.170033693313598633e+00,1.022328040562570095e-03,4.040462890625000000e+03,8.487619018554687500e+02,2.922971496582031250e+02,5.777845592690387839e-20
